#ID,name,HMDB_ID,CAS,kingdom(HMDB),super_class(HMDB),class(HMDB),sub_class(HMDB)
pos_11192,Porrigenin A,HMDB0032783,196607-75-7,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids
pos_11193,"3a,7a,12a-Trihydroxy-5b-cholestan-26-al",HMDB0003533,3836/1/9,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives"
pos_11197,Salannin,HMDB0257456,--,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids
pos_11203,Nodularin,HMDB0255692,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_11214,"(S,E)-Zearalenone",HMDB0031752,17924-92-4,Organic compounds,Phenylpropanoids and polyketides,Macrolides and analogues,Zearalenones
pos_11216,Behenic acid,HMDB0000944,112-85-6,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_11221,"3beta,7alpha-Dihydroxy-5-cholestenoate",HMDB0012454,115538-84-6,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives"
pos_11240,Pitheduloside D,HMDB0031358,189161-64-6,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides
pos_11259,Butyl (S)-3-hydroxybutyrate glucoside,HMDB0031694,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides
pos_11263,Arachidyl alcohol,HMDB0011619,629-96-9,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols
pos_11264,2(R)-hydroxydocosanoic acid,HMDB0061660,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_11267,24-Hydroxytetracosanoic acid,HMDB0302964,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_11277,"LysoPC(22:5(4Z,7Z,10Z,13Z,16Z))",HMDB0010402,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines
pos_11296,Medicagenic acid 28-O-[b-D-xylosyl-(1->4)-a-L-rhamnosyl-(1->2)-a-L-arabinosyl] ester,HMDB0039295,129570-95-2,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids
pos_113,1-Butyl-1-nitrosourea,HMDB0243841,--,Organic compounds,Organic acids and derivatives,Organic carbonic acids and derivatives,Ureas
pos_11301,(15Z)-Tetracosenoic acid,HMDB0002368,506-37-6,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_11303,LysoPC(P-18:1(9Z)/0:0),HMDB0010408,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines
pos_11305,Bafilomycin A1(Baf-A1),HMDB0247559,--,Organic compounds,Phenylpropanoids and polyketides,Macrolides and analogues,--
pos_11306,PE(14:0/P-16:0),HMDB0008850,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines
pos_11318,"24,25-Dihydrolanosterol",HMDB0006839,79-62-9,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids
pos_11323,L-Serine,HMDB0000187,56-45-1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_11324,Geranyl acetoacetate,HMDB0038256,10032-00-5,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohol esters
pos_11326,"(2E,11Z)-Wyerone acid",HMDB0030946,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_11331,Retinol,HMDB0000305,68-26-8,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Retinoids
pos_11333,1-Palmitoylglycerol,HMDB0011564,32899-41-5,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols
pos_11335,all-trans-4-Oxoretinoic acid,HMDB0006280,64907-22-8,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Retinoids
pos_11336,1-(Carboxyethylthio)tetradecane,HMDB0243801,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_11338,2-Hydroxy-6-(8-tridecenyl)benzoic acid,HMDB0038521,88640-88-4,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives
pos_11339,"MG(0:0/20:4(8Z,11Z,14Z,17Z)/0:0)",HMDB0011549,--,Organic compounds,Lipids and lipid-like molecules,Endocannabinoids,--
pos_11340,"Ethanol, 2-(pentyl(5-(1-piperidinyl)(1,2,4)triazolo(1,5-a)pyrimidin-7-yl)amino)-",HMDB0259700,--,Organic compounds,Organoheterocyclic compounds,Triazolopyrimidines,--
pos_11341,Visnadin,HMDB0259839,--,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Pyranocoumarins
pos_11348,1-docosanoyl-glycero-3-phosphate,HMDB0062314,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates
pos_11364,Oleoylcholine,HMDB0240596,127165-03-1,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts
pos_11393,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/PGF1alpha)",HMDB0288378,--,--,--,--,--
pos_11417,Phosphorylcholine,HMDB0001565,3616/4/4,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts
pos_11419,Glycerophosphocholine,HMDB0000086,28319-77-9,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines
pos_11445,"20,26-Dihydroxyecdysone",HMDB0245570,--,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives"
pos_11463,LysoPA(0:0/18:1(9Z)),HMDB0007851,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates
pos_11478,"PC(DiMe(13,5)/MonoMe(11,5))",HMDB0061414,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines
pos_11479,Ginsenoside Rb1,HMDB0035892,41753-43-9,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids
pos_11509,"1,2-Di-O-palmitoyl-3-O-(6-sulfoquinovopyranosyl)glycerol",HMDB0041202,122991-48-4,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Glycosylglycerols
pos_11515,"11H-14,15-EETA",HMDB0004693,219535-29-2,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_11539,Histidinyl-Isoleucine,HMDB0028888,129050-48-2,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_11541,"4-Hydroxy-3-methoxy-2,10-bisaboladien-9-one",HMDB0033917,--,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids
pos_11542,all-trans-4-Hydroxyretinoic acid,HMDB0006254,66592-72-1,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Retinoids
pos_11575,Neoporrigenin B,HMDB0032680,196607-74-6,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids
pos_11595,"9,10-DHOME",HMDB0004704,125356-86-7,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_11597,isopropyl unoprostone,HMDB0253677,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids
pos_11620,"Androstan-3alpha,17beta-diol",HMDB0060437,--,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Nitrogen mustard compounds
pos_11639,3-Phenylpropyl hexanoate,HMDB0036390,6281-40-9,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters
pos_11641,"17alpha,20alpha-Dihydroxypregn-4-en-3-one",HMDB0011653,652-69-7,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids
pos_11652,Madlongiside C,HMDB0037904,67258-70-2,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids
pos_11654,Hexyl glucoside,HMDB0031688,59080-45-4,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides
pos_11656,Pentoxifylline,HMDB0014944,6493/5/6,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives
pos_11657,4-Oxoretinol,HMDB0012329,62702-55-0,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Retinoids
pos_11658,Macrophorin A,HMDB0030454,85754-70-7,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds
pos_11659,N-alpha-Acetyl-L-lysine,HMDB0000446,1946-82-3,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_11675,Glycylserylprolylmethionylphenylalanylvalinamide,HMDB0033242,115525-98-9,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_11680,"PC(15:0/22:4(7Z,10Z,13Z,16Z))",HMDB0007955,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines
pos_11686,2-Ethoxyethyl acetate,HMDB0245111,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives
pos_11689,Stigmasterol,HMDB0000937,83-48-7,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Stigmastanes and derivatives
pos_11690,sphingosylphosphorylcholine,HMDB0258420,--,Organic compounds,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
pos_11699,"DG(12:0/22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S)/0:0)",HMDB0294749,--,--,--,--,--
pos_11711,Butyl hexanoate,HMDB0040211,626-82-4,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters
pos_11714,Dimethylbenzyl carbinyl hexanoate,HMDB0032228,891781-90-1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylpropanes
pos_11715,Exaltolide,HMDB0034455,106-02-5,Organic compounds,Phenylpropanoids and polyketides,Macrolides and analogues,--
pos_11719,Rumenic acid,HMDB0003797,2540-56-9,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives
pos_11728,3beta-Hydroxypregn-5-en-20-one sulfate,HMDB0060382,--,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Sulfated steroids
pos_11729,L-Palmitoylcarnitine,HMDB0240774,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters
pos_11737,Lysyl-Threonine,HMDB0028961,97791-84-9,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_11767,Falcarindione,HMDB0033680,65892-84-4,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds
pos_11776,"PC(PGJ2/DiMe(13,5))",HMDB0289146,--,--,--,--,--
pos_11792,"PS(14:1(9Z)/18:4(6Z,9Z,12Z,15Z))",HMDB0112309,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines
pos_11812,Cimicifugoside,HMDB0250252,--,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cycloartanols and derivatives
pos_11824,Momordin IIa,HMDB0041019,95851-50-6,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides
pos_11844,"2-(4,4-Difluoro-1-piperidinyl)-6-methoxy-N-[1-(1-methylethyl)-4-piperidinyl]-7-[3-(1-pyrrolidinyl)propoxy]-4-quinazolinamine",HMDB0259403,--,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines
pos_11857,Tfllr-NH2,HMDB0258946,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_1187,N-Stearoyl Valine,HMDB0241952,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_11871,Arginylglycine,HMDB0028709,2418-67-9,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_1188,"2,3-Dihydro-5-(5-methyl-2-furanyl)-1H-pyrrolizine",HMDB0040012,--,Organic compounds,Organoheterocyclic compounds,Pyrrolizines,--
pos_11892,2-Amino-3-methyl-1-butanol,HMDB0244984,--,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines
pos_11897,sn-Glycero-3-phosphocholine,HMDB0000086,28319-77-9,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines
pos_11917,(2R)-N-[(2S)-1-[[(2S)-5-(Diaminomethylideneamino)-1-(heptylamino)-1-oxopentan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]pyrrolidine-2-carboxamide,HMDB0247398,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_11932,"all-trans-13,14-Dihydroretinol",HMDB0011618,115797-14-3,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Retinoids
pos_11933,Leukotriene E4,HMDB0002200,75715-89-8,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids
pos_11950,1-O-Hexadecyl-sn-glycero-3-phosphocholine,HMDB0243890,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines
pos_11956,"3,5-Pyridinedicarboxylic acid, 1,4-dihydro-2,4,6-trimethyl-, diethyl ester",HMDB0247156,--,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines
pos_11969,"PE(DiMe(13,5)/DiMe(13,5))",HMDB0061491,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines
pos_11975,1-Naphthylmethanol,HMDB0060322,--,Organic compounds,Benzenoids,Naphthalenes,--
pos_11985,Pregeijerene,HMDB0036759,--,Organic compounds,Hydrocarbons,Unsaturated hydrocarbons,Branched unsaturated hydrocarbons
pos_11986,"7-Ethyl-5,6-dihydro-1,4-dimethylazulene",HMDB0035759,18454-89-2,Organic compounds,Hydrocarbons,Unsaturated hydrocarbons,Branched unsaturated hydrocarbons
pos_11988,"11,12,13-Trinor-1,3,5-bisabolatrien-10-oic acid",HMDB0039643,--,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids
pos_11989,Cinnamyl butyrate,HMDB0041316,103-61-7,Organic compounds,Benzenoids,Benzene and substituted derivatives,Styrenes
pos_1199,Hv-NCC-1,HMDB0039005,135972-64-4,Organic compounds,Organoheterocyclic compounds,Tetrapyrroles and derivatives,--
pos_11990,"2-((4,5-Dihydro-1H-imidazol-2-yl)methyl)-2,3-dihydro-1-methyl-1H-isoindole",HMDB0249390,--,Organic compounds,Organoheterocyclic compounds,Isoindoles and derivatives,Isoindoles
pos_11991,(R)-ar-Turmerone,HMDB0035612,532-65-0,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids
pos_11992,Eremopetasidione,HMDB0040778,163135-94-2,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids
pos_11993,Germacrenone,HMDB0035887,99957-12-7,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids
pos_11995,Octadecatrienoic acid,HMDB0255900,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives
pos_11996,alpha-Amylcinnamyl acetate,HMDB0036207,7493-78-9,Organic compounds,Benzenoids,Benzene and substituted derivatives,--
pos_12009,LysoPC(P-16:0/0:0),HMDB0010407,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines
pos_12012,Ginsenoside Rh2,HMDB0039544,78214-33-2,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids
pos_12015,"Penta-1,3-diene",HMDB0256243,--,Organic compounds,Hydrocarbons,Unsaturated hydrocarbons,Olefins
pos_12019,SM(d19:1/LTE4),HMDB0290677,--,--,--,--,--
pos_12025,"exo-5,6-Dimethylbicyclo[2.2.1]hept-5-en-2-ol",HMDB0036091,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols
pos_12028,"(8R,9S,10S,13S,14S,17R)-17-Ethyl-3,17-dihydroxy-10,13-dimethyl-3,4,5,6,7,8,9,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-2-one",HMDB0257629,--,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids
pos_12029,5alpha-Pregnan-20alpha-ol-3-one,HMDB0060408,--,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids
pos_12041,Pantetheine 4'-phosphate,HMDB0001416,2226-71-3,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_12059,Tanacetol A,HMDB0035722,86778-06-5,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids
pos_12062,"CPA(18:2(9Z,12Z)/0:0)",HMDB0007007,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives
pos_12063,"LysoPE(0:0/22:2(13Z,16Z))",HMDB0011492,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines
pos_12097,"LysoPC(22:4(7Z,10Z,13Z,16Z)/0:0)",HMDB0010401,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines
pos_12104,2-Methoxyestrone,HMDB0000010,362-08-3,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids
pos_12116,5-Octadecynoic acid,HMDB0031097,676-30-2,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_12150,"5-Hydroxy-p-mentha-6,8-dien-2-one",HMDB0037011,56423-48-4,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids
pos_12151,"5-Phenyl-1,3-pentadiyne",HMDB0032948,41268-41-1,Organic compounds,Benzenoids,Benzene and substituted derivatives,--
pos_12154,alpha-Amylcinnamaldehyde,HMDB0031313,122-40-7,Organic compounds,Phenylpropanoids and polyketides,Cinnamaldehydes,--
pos_12156,alpha-Santalal,HMDB0036813,59331-83-8,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids
pos_12157,Arginyl-Serine,HMDB0028718,70921-62-9,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_12162,2-Methyltestosterone,HMDB0245239,--,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids
pos_12169,"LysoPA(20:4(8Z,11Z,14Z,17Z)/0:0)",HMDB0114742,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates
pos_12170,Phytyl diphosphate,HMDB0011116,--,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids
pos_12180,Estrone,HMDB0000145,53-16-7,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids
pos_12189,Septacidin,HMDB0258241,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_12199,Dehydroepiandrosterone,HMDB0000077,53-43-0,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids
pos_12201,Anandamide,HMDB0004080,94421-68-8,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines
pos_12207,Linoleate,HMDB0000673,60-33-3,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives
pos_12209,"(3R,5S,6R,7R,8S,9S,10S,13R,14S,17R)-6-Ethyl-17-((R)-4-hydroxybutan-2-yl)-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthrene-3,7-diol",HMDB0248866,--,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives"
pos_12210,4alpha-Methylzymosterol,HMDB0001217,7448/3/5,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids
pos_12211,Trenbolone acetate,HMDB0259120,--,Organic compounds,Organoheterocyclic compounds,Pyrrolidines,N-alkylpyrrolidines
pos_12228,"4alpha-Carboxy-5alpha-cholesta-8,24-dien-3beta-ol",HMDB0062385,--,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids
pos_12239,Benzyloxycarbonyl-Val-Ala-Asp(OMe)-fluoromethylketone,HMDB0244824,--,Organic compounds,Organoheterocyclic compounds,Azaspirodecane derivatives,--
pos_12253,"(6E,8E)-4,6,8-Megastigmatriene",HMDB0035180,51468-86-1,Organic compounds,Hydrocarbons,Unsaturated hydrocarbons,Branched unsaturated hydrocarbons
pos_12270,LysoPC(17:0/0:0),HMDB0012108,50930-23-9,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines
